code,ratio_eco_total,ratio_orgashop,ratio_mart,orgashop_mart,orgashop,mart_wo_orga,mart_orga,orga_total,eco_wo_orga,exp_total,sel1,sel2,sel3,sel4,sel5,sel6,heal1,heal2,heal3,heal4,heal5,sec1,sec2,sec3,sec4,fre1,fre2,fre3,econ1,econ2,econ3,econ4,tast1,tast2,tast3,plea1,plea2,plea3,habi1,habi2,habi3,atti1,atti2,atti3,atti4,atti5,atti6,heal,econ,habit,info,local,new,no_add,plea,sec,taste,ratio_orga_total,ratio_orga_shop,ratio_mart_eco,_clus_1,_clus_2,_clus_3,_clus_4,_clus_5,_clus_6,_clus_7,_clus_8,_clus_9,_clus_10,_clus_11,_clus_12,_clus_13,_clus_14,_clus_15,_clus_16,_clus_17,_clus_18,_clus_19,_clus_20,_clus_21,_clus_22,_clus_23,_clus_24,_clus_25,_clus_26,_clus_27,_clus_28,_clus_29,_clus_30
310,.0002494,0,1,6460,0,6460,0,0,6460,2.59e+07,6,6,6,5,6,6,6,6,5,4,3,6,6,6,6,6,6,2,6,6,6,6,6,5,4,5,4,6,6,4,6,6,6,6,6,6,6,.3381,1.5795,.4574,.8064,.5197,.2233,.7115,.304,.4159,.023,.0002494,0,.0002494,2,3,4,1,1,4,5,1,3,1,4,7,2,2,2,1,5,3,3,5,6,2,6,2,4,3,6,1,3,3
311,.0009571,0,1,5640,0,2040,3600,3600,2040,5892556,7,7,7,4,7,4,4,3,4,4,4,6,3,7,2,7,2,2,1,1,4,2,7,4,4,4,4,7,6,3,6,7,6,5,6,6,6,-1.7419,-1.7286,.4574,.5032,.9366,-.5447,-.6215,.5761,-.0845,-.5925,.0009571,0,.0009571,2,1,1,3,2,2,1,2,2,4,5,6,7,1,3,3,4,4,5,4,5,6,1,1,1,4,1,2,2,1
312,.0011462,0,1,14900,0,12500,2400,2400,12500,1.30e+07,6,6,6,7,6,4,6,6,6,6,5,6,6,6,4,6,6,2,6,6,6,5,6,3,3,3,3,4,6,3,6,6,6,6,4,6,6,.6197,1.0863,.4574,.3657,.5197,-.9957,.7115,-.7824,.387,-1.284,.0011462,0,.0011462,2,2,2,4,1,4,5,3,1,2,4,7,2,6,6,6,1,6,2,5,4,2,2,2,5,1,6,5,4,4
313,0,,,0,0,0,0,0,0,1.33e+07,7,7,7,5,7,7,6,7,7,7,7,7,7,7,5,7,7,7,5,4,2,2,7,7,7,7,7,7,5,5,6,7,7,7,7,5,5,1.2963,-1.2791,.2161,.9007,1.501,1.4423,1.5309,2.2028,1.5877,1.4821,0,0,0,2,3,3,5,2,2,2,1,3,1,3,1,1,4,1,3,3,3,3,2,3,5,4,6,3,6,3,4,6,5
317,.003219,0,1,48370,0,21060,27310,27310,21060,1.50e+07,6,6,7,7,6,4,6,5,5,5,3,4,5,3,3,5,5,6,6,5,6,2,6,6,5,7,6,6,5,6,6,5,7,7,7,6,6,-.0568,-.6166,.2161,1.3299,.6671,1.7593,-.4829,1.3885,-1.5573,.7145,.003219,0,.003219,2,1,3,3,3,1,1,1,2,1,5,6,7,1,3,3,4,4,3,2,3,5,4,6,1,6,3,4,6,5
318,.0108669,0,1,163330,0,86670,76660,76660,86670,1.50e+07,7,6,6,6,6,5,6,6,6,6,4,6,6,6,5,7,6,6,5,4,4,4,6,5,5,4,4,4,3,4,3,7,5,5,5,4,5,.6197,-.0729,-1.892,-.3612,.3722,-.2277,.7115,-.2401,.4015,.099,.0108669,0,.0108669,2,2,2,4,2,2,5,3,1,4,1,5,3,3,1,4,1,1,6,5,4,4,2,1,4,2,6,1,1,4
319,.0114366,0,1,311330,0,194430,116900,116900,194430,2.72e+07,3,4,7,4,6,2,7,7,7,5,2,7,5,5,4,7,7,7,5,6,2,3,7,7,7,6,4,4,7,7,6,7,6,5,4,4,4,1.6031,-.3397,.6988,-.796,.9366,1.6254,.6422,-.2401,-.7992,1.4821,.0114366,0,.0114366,2,3,3,5,2,3,1,1,3,1,5,6,7,4,1,3,3,4,3,2,3,5,4,6,3,6,3,4,6,5
320,.0018958,0,1,40780,0,10240,30540,30540,10240,2.15e+07,6,6,5,5,7,4,4,5,5,4,4,4,5,5,4,6,6,6,6,5,4,4,4,3,3,3,4,6,5,5,5,5,7,7,4,5,6,-.6705,.1502,-.3257,.4542,.6671,-.3616,-.4829,.304,-.2562,-1.284,.0018958,0,.0018958,2,2,2,4,3,3,3,3,1,5,4,7,2,1,6,6,1,6,2,5,4,2,1,2,5,4,4,5,4,4
324,.0058563,0,1,68950,0,66000,2950,2950,66000,1.18e+07,4,3,4,4,5,5,3,6,4,3,2,4,3,4,4,5,4,4,5,5,4,4,5,5,5,4,4,4,5,4,5,5,5,4,4,4,4,-.864,.1502,-.3257,-1.0992,-.4617,-.2277,-1.3716,-.2401,-1.171,.099,.0058563,0,.0058563,1,1,1,3,3,1,4,2,4,3,6,4,6,5,4,2,6,5,5,6,5,6,1,4,2,4,5,2,2,2
325,.0042822,.5889089,.4110911,61130,36000,5630,19500,55500,5630,1.43e+07,5,6,6,6,4,3,7,5,6,4,3,4,5,4,3,7,5,5,6,6,5,4,6,7,6,4,3,4,7,6,6,5,5,6,4,5,5,.5317,.4831,.6988,-.0636,-.4617,.4064,-.4829,-.7824,-1.1854,1.406,.0042822,.0025218,.0017604,1,1,3,3,3,3,3,3,2,5,5,3,7,1,3,2,4,2,4,6,5,4,2,5,2,2,5,5,3,1
326,.0018673,.2637517,.7362483,32796,8650,20546,3600,12250,20546,1.76e+07,6,6,6,5,6,5,4,6,6,4,5,6,6,6,5,6,6,6,5,4,2,4,6,4,3,4,4,5,4,5,6,6,6,6,6,6,4,.0061,-.2926,-.0253,.3774,.5197,.0894,.7115,.0319,.673,-.6686,.0018673,.0004925,.0013748,2,2,2,4,2,2,2,3,1,4,4,7,2,3,1,6,3,6,2,5,4,2,4,2,4,1,2,5,4,4
327,0,,,0,0,0,0,0,0,1.28e+07,2,2,4,4,6,3,1,2,2,2,2,2,1,3,2,4,4,4,4,5,4,3,5,5,5,3,3,2,4,3,4,3,5,4,5,3,5,-3.6206,-.3431,-1.1088,-.8792,-1.2955,-.9957,-3.0104,-1.3265,-2.1147,.099,0,0,0,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,6,3,4,6,5,1,2,5,2
328,.0145656,0,1,242626,0,220526,22100,22100,220526,1.67e+07,6,6,6,6,6,6,4,5,3,2,3,4,5,5,3,6,4,5,4,3,5,4,5,5,3,3,3,4,5,4,5,5,4,4,4,4,4,-1.2338,-.186,-.3257,-1.0992,-1.026,-.6786,-.4829,-.7824,-.8136,-.0531,.0145656,0,.0145656,1,1,1,3,3,3,1,2,4,3,6,4,6,5,4,5,6,5,1,6,2,6,3,4,2,5,5,2,2,2
330,.0045294,.9747176,.0252824,92950,90600,0,2350,92950,0,2.05e+07,6,6,6,5,6,5,6,6,6,3,2,4,4,4,4,6,5,6,6,3,2,2,7,5,4,4,3,6,5,4,5,5,7,6,6,5,5,.6197,-1.5022,-.3257,.3771,.6671,-.2277,-.9273,-.2382,-1.171,.023,.0045294,.0044148,.0001145,2,1,1,3,3,1,1,3,2,4,1,6,7,1,3,3,4,4,6,4,3,4,5,1,4,6,3,4,1,5
331,.0034442,.1986887,.8013114,50330,10000,24000,16330,26330,24000,1.46e+07,1,1,1,1,1,2,6,6,4,5,6,7,7,6,5,7,6,7,7,7,4,4,5,5,4,5,5,4,6,5,6,5,4,5,5,5,5,.0564,.5963,.4574,-.1464,-1.026,.5403,1.5309,.3021,.9444,.023,.0034442,.0006843,.0027599,2,3,4,1,1,4,5,3,3,5,4,3,8,2,5,1,2,2,4,5,6,2,6,5,4,2,6,5,3,3
332,.0009091,0,1,10500,0,1000,9500,9500,1000,1.15e+07,7,6,6,5,6,5,5,5,5,5,5,6,6,7,6,7,7,7,6,3,3,3,7,6,6,5,2,6,6,4,6,6,5,5,5,5,5,-.3636,-.899,.4574,-.1464,-.0447,.2233,.7115,-.7805,1.3307,.7905,.0009091,0,.0009091,2,3,3,5,2,2,2,1,2,4,1,6,3,1,1,3,3,4,5,4,5,4,5,1,4,2,3,4,1,1
333,.0019435,0,1,43904,0,32874,11030,11030,32874,2.26e+07,6,6,6,6,7,5,5,6,4,5,3,6,5,5,5,7,5,6,5,5,4,3,6,6,6,5,5,5,4,4,5,7,6,6,6,6,6,-.2504,-.3431,-.5671,.8064,.9366,.2233,.2671,.5742,-.2418,.7905,.0019435,0,.0019435,2,3,3,3,2,2,1,1,3,4,1,6,7,1,1,3,3,4,3,4,3,5,4,6,1,6,3,4,1,5
334,.0003881,0,1,4670,0,0,4670,4670,0,1.20e+07,4,5,6,6,7,4,2,2,2,2,1,2,3,3,1,7,6,6,7,6,6,3,5,6,3,3,4,2,6,4,7,4,5,4,6,6,5,-3.3138,.0997,.9992,-.0145,-.8786,-.6786,-2.1217,-.7843,-2.672,.5624,.0003881,0,.0003881,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,2,6,5,5,1,2,6,3,4,6,5,1,2,5,2
337,.0073323,0,1,115347,0,99287,16060,16060,99287,1.57e+07,7,7,6,6,7,6,7,7,6,4,3,7,5,5,4,7,7,7,5,4,4,2,7,2,2,4,6,7,7,4,7,7,2,4,4,4,4,1.3215,-1.0594,1.2406,-1.0992,-1.3209,-.2277,.6422,1.6605,-.5277,-1.9755,.0073323,0,.0073323,1,2,3,4,2,2,1,3,1,2,2,2,4,6,5,6,1,6,2,3,1,5,4,3,4,1,2,3,4,6
343,.0142075,.296214,.7037861,157420,46630,40740,70050,116680,40740,1.11e+07,5,5,5,5,5,4,5,4,4,4,3,5,4,4,4,5,5,5,5,5,4,4,5,4,4,3,3,4,4,4,4,5,5,4,4,4,5,-1.0402,.1502,-1.1088,-.8847,-.4617,-.6786,-.5522,-.7824,-.8995,-.5925,.0142075,.0042084,.009999,1,1,1,2,3,3,3,2,4,3,6,4,6,5,4,5,6,5,1,1,2,6,3,3,2,4,4,2,2,2
344,.0048398,.048726,.951274,98510,4800,64400,29310,34110,64400,2.04e+07,6,6,6,6,6,5,7,7,5,4,6,7,7,7,4,7,7,7,7,4,3,3,6,5,4,6,2,5,7,7,7,6,6,5,4,3,4,1.0398,-.676,1.2406,-1.0108,.5197,1.6254,1.5309,-1.0525,1.0303,.023,.0048398,.0002358,.0046039,2,3,3,5,2,2,2,1,3,4,1,1,3,4,1,3,3,6,3,4,3,4,4,1,4,2,3,4,6,5
345,.003132,.3567606,.6432394,28030,10000,4880,13150,23150,4880,8949506,6,6,6,6,6,6,4,4,6,4,2,6,6,6,4,6,6,6,6,6,6,4,6,4,2,2,4,4,6,4,4,6,4,4,4,4,6,-.7837,.593,-.6261,-.6702,-.6091,-1.1296,.7115,-.2401,-.4274,-.7446,.003132,.0011174,.0020146,1,2,2,4,1,3,3,3,1,2,2,2,4,6,6,5,1,6,4,3,4,2,2,2,5,1,4,5,4,4
346,.0016795,0,1,25840,0,14960,10880,10880,14960,1.54e+07,7,6,6,7,6,7,6,6,6,4,4,4,5,5,4,6,6,7,7,6,2,2,7,6,4,2,4,4,6,6,6,6,5,6,6,6,6,.6197,-.833,.4574,.8064,-.0447,-.4955,-.4829,-.2401,-.2562,.6384,.0016795,0,.0016795,2,3,3,3,3,2,1,3,2,4,1,6,7,1,3,3,4,4,5,4,5,4,5,1,2,2,3,4,1,1
352,.0005903,0,1,7591,0,7591,0,0,7591,1.29e+07,5,6,6,4,6,4,2,6,7,3,2,6,6,4,3,5,6,7,6,4,5,4,5,4,2,5,2,3,1,2,2,4,3,5,4,4,5,-.3259,.037,-2.9165,-.5815,-2.0073,-.4108,.7115,-1.5967,-1.4569,-.7446,.0005903,0,.0005903,1,2,2,2,3,3,3,2,4,2,2,2,6,6,5,5,6,5,1,3,1,1,5,3,2,1,2,3,4,6
356,.0141989,.7878551,.2121449,240298,189320,35828,15150,204470,35828,1.69e+07,6,5,6,6,6,5,4,4,5,4,4,6,5,5,5,6,6,4,6,6,6,5,6,6,5,4,4,6,6,5,6,6,5,5,4,5,5,-1.0654,1.0863,.4574,-.3668,-.0447,.0894,.2671,.304,.0297,.7145,.0141989,.0111866,.0030122,2,3,4,1,1,4,3,3,2,5,5,3,8,1,5,2,2,2,4,6,5,2,2,5,1,4,5,5,2,1
357,.0036033,0,1,54620,0,36910,17710,17710,36910,1.52e+07,7,7,7,6,6,2,2,6,4,4,2,6,4,6,4,7,6,6,6,6,2,2,6,4,4,3,2,4,6,6,4,6,6,6,6,6,6,-1.1709,-.833,-.6261,.8064,.5197,-.0445,-.1772,-1.3246,-.4274,-.5925,.0036033,0,.0036033,2,1,1,2,2,2,1,3,1,4,4,6,6,1,3,6,4,6,5,4,5,6,1,1,5,4,5,2,2,1
358,.0011022,0,1,20920,0,20920,0,0,20920,1.90e+07,5,5,6,7,6,4,4,3,4,3,1,4,2,4,4,6,7,4,6,7,7,7,6,5,5,3,2,1,7,4,7,3,2,2,2,2,2,-1.7419,2.4057,1.2406,-3.0049,-2.9887,-.6786,-1.8159,-2.1408,-1.4425,.099,.0011022,0,.0011022,1,1,1,2,3,3,3,2,4,3,6,4,5,5,4,5,6,5,1,1,2,6,3,4,6,5,1,2,5,2
359,.003253,0,1,68410,0,45040,23370,23370,45040,2.10e+07,6,6,6,6,6,5,5,5,6,4,4,6,6,6,5,7,7,7,6,4,3,3,6,5,5,4,4,6,6,4,6,6,6,6,6,5,6,-.082,-.676,.4574,.5916,.5197,-.2277,.7115,.304,.4015,.099,.003253,0,.003253,2,3,3,5,2,2,2,1,3,4,1,6,3,4,1,3,3,4,3,4,3,4,4,1,4,6,3,4,1,5
360,.0069628,.8649499,.1350501,127175,110000,17175,0,110000,17175,1.83e+07,7,7,7,6,6,2,7,7,6,7,5,7,7,6,6,7,7,7,7,7,7,2,7,5,5,5,5,2,4,3,3,7,7,6,5,5,7,1.3215,-.0606,-1.6506,.5858,1.501,-.0937,1.5309,-.242,.9589,.099,.0069628,.0060225,.0009403,2,3,3,5,2,4,5,3,1,4,1,5,3,3,1,4,3,1,6,5,3,4,4,2,4,3,6,1,3,5
363,.0023433,.201868,.7981319,33190,6700,26490,0,6700,26490,1.42e+07,5,6,6,6,5,3,3,2,3,3,2,2,2,3,2,6,5,4,5,6,4,4,5,4,4,3,3,3,4,3,4,4,2,4,4,6,6,-2.7253,.3733,-1.1088,-.2407,-2.5717,-.9957,-2.566,-1.0544,-2.1147,-.5925,.0023433,.000473,.0018703,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,6,3,4,6,5,1,2,5,2
364,.0000588,0,1,1536,0,1536,0,0,1536,2.61e+07,6,6,5,6,5,4,6,7,6,4,3,5,4,4,3,5,6,6,6,4,2,2,6,3,2,2,2,3,6,2,6,4,2,3,4,3,4,1.0146,-1.2791,.4574,-1.6172,-2.5717,-1.7636,-.5522,-1.5967,-1.1854,-1.3601,.0000588,0,.0000588,1,2,2,4,3,1,1,2,4,2,2,2,4,6,4,5,1,5,1,3,1,1,5,3,5,1,2,3,5,6
369,.0041776,0,1,48480,0,37980,10500,10500,37980,1.16e+07,6,7,6,6,7,6,7,7,7,6,3,6,6,6,4,7,6,7,7,5,5,6,6,3,3,3,5,6,2,3,4,6,6,6,5,6,5,1.6031,1.2466,-1.5915,.3716,.5197,-.9957,.7115,.8462,-.1559,-1.284,.0041776,0,.0041776,2,2,2,4,1,4,5,3,1,2,4,5,2,3,6,4,1,1,6,5,4,2,2,2,4,3,6,1,4,4
376,.0160407,0,1,250600,0,182350,68250,68250,182350,1.56e+07,7,7,7,6,7,6,5,7,7,6,5,5,4,6,6,7,7,7,6,4,4,5,7,4,4,4,4,6,7,6,7,7,6,6,5,6,4,.9895,.4204,1.2406,.157,.9366,.4064,-.5522,.304,.9589,-.5925,.0160407,0,.0160407,2,3,4,1,1,4,5,1,3,1,3,7,2,2,2,1,5,3,2,5,4,2,2,2,4,3,4,5,4,4
377,.039926,.0079591,.9920409,427184,3400,350844,72940,76340,350844,1.07e+07,6,6,6,6,6,6,6,6,6,5,4,7,6,6,5,7,6,6,6,5,4,2,6,6,6,4,2,4,4,2,5,6,6,6,6,6,5,.6197,-.8363,-.5671,.5919,.5197,-.8617,1.0865,-1.3246,.4015,.7905,.039926,.0003178,.0396083,2,3,3,5,2,2,2,3,1,4,1,5,3,3,1,4,3,1,6,4,3,4,5,1,4,2,3,4,1,5
378,.0014303,0,1,38470,0,33270,5200,5200,33270,2.69e+07,1,1,1,1,1,1,6,6,6,4,4,6,5,5,4,7,7,7,7,7,7,6,5,5,5,6,6,6,7,7,7,6,6,6,6,6,6,.6197,1.9125,1.2406,.8064,.5197,1.6254,.2671,1.3885,-.2562,.099,.0014303,0,.0014303,2,3,4,1,1,3,3,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
379,.017612,.2720433,.7279567,421624,114700,175364,131560,246260,175364,2.39e+07,6,6,7,4,7,6,6,7,7,6,5,7,6,7,5,7,7,7,6,2,2,2,7,7,4,5,4,4,4,4,3,7,7,7,4,4,3,1.2963,-1.7252,-1.6506,-.4042,1.501,.2233,1.0865,-.2401,1.0448,1.2539,.017612,.0047912,.0128207,2,3,3,5,2,2,2,1,3,4,1,5,3,3,1,4,3,1,6,4,3,4,4,1,3,6,3,4,6,5
383,.0073435,0,1,147740,0,133480,14260,14260,133480,2.01e+07,6,5,7,6,7,3,3,5,5,3,1,2,4,4,3,7,6,6,5,4,4,5,6,2,2,1,1,5,6,1,6,4,5,4,4,4,4,-.9773,.4204,.4574,-1.0992,-.8786,-2.5316,-1.6774,-1.5948,-1.7284,-1.9755,.0073435,0,.0073435,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,1,3,3,6,5,1,2,5,6
384,.00173,0,1,23349,0,18599,4750,4750,18599,1.35e+07,4,5,6,7,6,4,4,4,4,4,2,2,2,2,4,6,6,4,5,5,4,4,6,4,2,4,2,1,2,3,2,5,1,4,2,4,5,-1.347,.1502,-2.6751,-1.3254,-2.7192,-.5447,-2.566,-2.1408,-1.9146,-.7446,.00173,0,.00173,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,6,3,4,6,5,1,2,5,2
385,.0053366,.0819921,.9180079,121963,10000,101933,10030,20030,101933,2.29e+07,4,4,5,5,4,5,2,2,2,4,2,4,4,4,2,5,5,5,5,5,5,5,4,4,5,3,4,4,6,2,5,4,5,5,5,5,6,-3.3138,.7533,-.0843,.0681,-.8786,-1.3127,-.9273,-.2401,-1.7428,-.5164,.0053366,.0004376,.0048991,1,1,1,2,3,3,4,2,4,3,6,4,5,5,4,5,6,5,5,1,2,6,3,4,6,5,1,2,5,2
386,.0049309,0,1,56062,0,48882,7180,7180,48882,1.14e+07,7,7,7,7,7,5,7,7,7,5,6,7,7,6,7,7,7,1,7,7,7,7,7,2,4,1,4,4,7,5,7,7,7,7,7,7,7,1.6031,2.4057,1.2406,1.7592,1.501,-1.2635,1.5309,-.2401,1.5163,-1.8234,.0049309,0,.0049309,2,2,4,4,1,4,5,3,1,1,4,7,2,2,2,1,5,3,2,5,4,2,2,2,4,3,6,1,4,4
389,.000173,0,1,1600,0,1600,0,0,1600,9249683,6,6,5,6,5,4,5,5,6,6,4,5,4,5,4,6,6,6,6,6,6,5,6,4,4,4,4,4,6,5,6,6,5,5,5,5,5,-.082,1.0863,.4574,-.1464,-.0447,.0894,-.5522,-.2401,-.2562,-.5925,.000173,0,.000173,1,2,2,4,1,3,3,3,1,5,4,7,8,1,5,6,2,2,4,5,4,2,2,2,2,4,4,5,4,4
390,.0022698,.8486239,.1513761,43600,37000,0,6600,43600,0,1.92e+07,7,6,7,5,6,6,4,6,3,6,4,6,6,6,5,6,7,6,3,4,5,3,6,4,3,4,4,4,6,5,6,6,6,5,5,5,6,-.8389,-.4563,.4574,.0681,.5197,.0894,.7115,-.2401,.4015,-.6686,.0022698,.0019262,.0003436,2,2,2,4,2,2,2,3,1,4,4,7,2,1,6,6,4,6,2,4,4,2,1,1,4,1,2,5,4,4
391,.0042962,0,1,67456,0,28276,39180,39180,28276,1.57e+07,6,6,6,6,6,4,4,4,4,3,2,3,2,4,3,6,6,6,6,6,6,4,6,4,3,4,4,6,6,4,6,5,4,4,4,4,4,-1.347,.593,.4574,-1.0992,-1.026,-.2277,-2.191,.304,-1.4569,-.6686,.0042962,0,.0042962,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,2,6,5,5,1,2,6,3,4,6,5,1,2,5,2
392,.0005038,0,1,14400,0,0,14400,14400,0,2.86e+07,6,6,6,6,6,6,6,6,6,5,4,7,6,6,5,7,6,7,6,5,5,2,2,2,2,6,6,2,3,4,5,7,6,5,5,5,5,.6197,-.7265,-.8084,-.1464,.9366,.6743,1.0865,.3002,.4015,-1.9755,.0005038,0,.0005038,2,2,2,4,2,2,2,3,1,4,4,5,2,3,6,6,1,6,2,5,4,2,4,2,4,1,2,3,4,4
393,.0213516,.2215574,.7784426,230640,51100,142530,37010,88110,142530,1.08e+07,6,6,6,6,6,5,5,5,4,5,3,5,4,4,5,6,6,6,6,5,4,4,6,6,5,6,6,6,6,6,6,6,6,6,6,5,6,-.6453,.1502,.4574,.5916,.5197,1.3083,-.5522,1.3885,-.6136,.7145,.0213516,.0047306,.016621,2,3,4,3,3,3,3,1,2,5,5,6,7,1,3,1,4,4,3,2,6,5,1,6,1,4,5,5,2,1
395,.0049132,.1217039,.8782961,73950,9000,36300,28650,37650,36300,1.51e+07,7,6,7,4,6,3,1,4,5,2,3,5,6,5,3,6,6,6,5,5,3,2,6,7,5,4,3,2,6,6,6,5,6,6,6,7,7,-1.9858,-.9462,.4574,1.2357,.1027,.4064,.3364,-1.3265,-.8136,1.3299,.0049132,.000598,.0043152,2,1,1,3,2,2,1,2,2,4,5,6,7,1,3,2,4,4,5,4,5,6,1,1,1,4,5,4,2,1
396,.009701,0,1,279398,0,269888,9510,9510,269888,2.88e+07,7,7,7,6,6,6,6,6,7,6,4,6,6,7,5,7,7,7,7,7,6,4,7,7,7,6,6,6,7,4,7,7,7,7,7,6,6,.9014,.816,1.2406,1.3299,1.501,.6743,.7115,1.3885,.7733,1.4821,.009701,0,.009701,2,3,4,1,1,4,5,1,3,1,3,1,1,2,2,1,5,3,3,2,6,3,6,6,3,3,6,1,3,3
397,.0132801,.0647754,.9352246,183403,11880,145293,26230,38110,145293,1.38e+07,4,6,4,3,4,1,7,7,7,5,3,7,5,5,4,7,4,7,4,4,5,4,4,2,1,2,2,1,5,3,4,6,4,4,4,4,4,1.6031,.037,-.8675,-1.0992,-.6091,-1.4466,.6422,-2.1408,-.5277,-2.0516,.0132801,.0008602,.0124198,1,2,2,4,1,3,3,3,1,2,2,2,4,6,6,6,1,6,2,3,1,1,5,3,5,1,2,3,4,6
398,.0114775,0,1,197790,0,141390,56400,56400,141390,1.72e+07,7,7,7,7,7,4,4,4,4,4,1,4,4,6,4,6,7,7,7,7,6,5,6,6,5,5,4,4,7,6,6,6,7,4,4,5,4,-1.347,1.3093,.6988,-.8845,1.084,.8574,-.9273,-.2401,-.6988,.7145,.0114775,0,.0114775,2,1,1,3,3,3,3,2,2,5,5,3,7,1,3,2,4,2,5,6,5,6,1,5,1,4,4,5,2,1
399,.0017187,1,0,26600,26600,0,0,26600,0,1.55e+07,6,6,7,7,7,4,7,6,5,5,4,7,6,6,5,7,7,7,7,7,7,5,6,4,4,5,5,2,3,4,3,7,4,4,4,4,4,.6449,1.4192,-1.892,-1.0992,-.1921,.2233,1.0865,-.242,.4015,-.5925,.0017187,.0017187,0,1,2,2,4,1,4,5,3,1,2,4,5,2,3,5,4,1,1,4,5,4,2,2,2,4,3,6,5,3,4
402,.0228471,.1402549,.8597451,405690,56900,166780,182010,238910,166780,1.78e+07,7,7,7,5,6,4,2,5,6,4,1,6,7,7,7,7,7,7,6,5,3,4,3,4,5,6,3,6,7,4,7,6,7,6,3,6,4,-1.0025,.0403,1.2406,-.2836,1.084,.6743,1.1558,-.2382,.5307,-.5164,.0228471,.0032044,.0196426,2,2,2,4,1,4,5,1,3,5,4,7,2,1,1,3,5,6,2,5,4,2,4,2,4,3,6,5,3,4
404,.00274,0,1,47080,0,8680,38400,38400,8680,1.72e+07,7,7,7,7,6,5,5,5,4,4,4,6,7,7,5,7,7,7,7,5,1,1,7,7,7,7,4,3,7,7,7,7,7,5,5,6,5,-.6453,-1.6592,1.2406,.0684,1.501,2.0763,1.1558,-.5122,.7733,1.4821,.00274,0,.00274,2,3,3,5,2,2,2,1,3,4,1,6,3,4,1,3,3,4,3,4,3,5,4,6,3,6,3,4,6,5
408,.0044562,.1675896,.8324104,68620,11500,21310,35810,47310,21310,1.54e+07,7,7,4,4,7,6,5,5,2,1,2,1,2,1,1,4,7,1,1,5,5,1,7,2,1,2,2,2,7,6,4,3,6,6,6,6,6,-1.2086,-1.2198,-.3848,.8064,-.7312,-.4955,-2.9411,-1.8687,-3.1442,-2.0516,.0044562,.0007468,.0037094,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,6,3,4,6,5,1,2,5,2
409,.0002732,0,1,4190,0,1990,2200,2200,1990,1.53e+07,7,7,6,4,6,5,7,7,6,5,3,6,6,7,7,7,7,6,5,2,4,1,6,7,4,6,4,1,2,3,4,7,4,6,6,4,6,1.3215,-1.9988,-1.5915,.3769,-.1921,.3572,.7115,-1.0563,1.0737,1.2539,.0002732,0,.0002732,2,3,3,5,2,2,2,1,1,4,1,5,3,3,1,4,3,1,6,4,3,4,5,1,4,2,3,4,6,5
410,.0048034,.2663981,.7336019,106232,28300,65962,11970,40270,65962,2.21e+07,6,6,6,7,6,4,4,5,4,2,2,2,2,4,2,6,6,6,6,6,6,3,6,2,2,2,2,4,7,2,7,2,2,4,2,4,4,-.9521,.0997,1.2406,-1.5399,-3.4056,-1.7636,-2.566,-1.3246,-1.7428,-1.9755,.0048034,.0012796,.0035238,1,1,1,2,3,1,4,2,4,3,6,4,5,5,4,5,6,5,1,1,2,1,3,4,6,5,1,2,5,2
411,.0024525,0,1,44040,0,34760,9280,9280,34760,1.80e+07,5,5,7,5,7,5,3,4,4,4,2,4,4,6,4,7,7,2,6,2,2,2,6,4,2,3,2,6,6,6,6,5,6,5,5,7,6,-1.6538,-1.7252,.4574,.4977,.1027,-.0445,-.9273,-.7805,-.4274,-.7446,.0024525,0,.0024525,1,1,1,3,3,1,1,2,2,3,6,6,7,1,3,2,4,4,5,4,2,6,3,1,6,5,1,2,2,2
412,.0007692,0,1,10380,0,4990,5390,5390,4990,1.35e+07,7,7,6,7,7,5,7,7,2,6,4,7,7,7,2,7,5,6,7,7,2,1,7,2,2,2,2,2,6,2,2,7,2,2,2,2,2,.1948,-1.1032,-1.7097,-3.0049,-1.3209,-1.7636,1.5309,-1.8687,-.0845,-1.9755,.0007692,0,.0007692,1,2,2,4,2,2,2,3,4,2,2,2,4,6,6,5,1,6,1,3,1,1,5,3,5,1,2,3,4,6
415,.3628562,.9882966,.0117034,6977946,6896280,67016,14650,6910930,67016,1.92e+07,6,6,6,6,6,4,2,3,4,5,2,6,4,4,4,6,6,6,5,4,4,5,6,2,4,4,4,4,6,6,6,4,6,4,4,5,6,-2.3556,.4204,.4574,-.4554,-.3142,.4064,-.1772,-.2401,-1.171,-1.8234,.3628562,.3586095,.0042467,1,1,1,2,3,3,3,2,4,3,6,4,5,5,4,5,6,5,5,1,2,6,1,2,6,5,1,2,5,2
